sex,imputation,family,n,converged,iterations,effective_df,global_deviance,AIC,BIC,attempt,elapsed_seconds
Female,1,BCCG,7890,TRUE,6,10.999981048804717,41173.050802744605,41195.05076484221,41271.75749824111,1,4.032137155532837
Female,2,BCCG,7890,TRUE,6,11.000000040656992,41205.21666033065,41227.21666041196,41303.923526247716,1,4.551095008850098
Female,3,BCCG,7890,TRUE,6,11.000011706727904,41191.866079513726,41213.86610292718,41290.57305011455,1,5.4971702098846436
Female,4,BCCG,7890,TRUE,6,10.999991300741158,41208.548565929515,41230.548548531,41307.255353420245,1,4.358593940734863
Female,5,BCCG,7890,TRUE,6,11.000004937237614,41184.56592215898,41206.56593203346,41283.27283201479,1,3.6055350303649902
